data_hora,valor
2022-02-07 02:37:00,-39.5858
2022-02-07 02:38:00,-38.5999
2022-02-07 02:39:00,-39.2755
2022-02-07 02:40:00,-38.5649
2022-02-07 02:41:00,-38.0385
2022-02-07 02:42:00,-39.8635
2022-02-07 02:43:00,-38.1128
2022-02-07 02:44:00,-38.0813
2022-02-07 02:45:00,-38.1928
2022-02-07 02:46:00,-39.5308
2022-02-07 02:47:00,-39.0961
2022-02-07 02:48:00,-38.9914
2022-02-07 02:49:00,-39.6807
2022-02-07 02:50:00,-38.9321
2022-02-07 02:51:00,-38.4618
2022-02-07 02:52:00,-39.3559
2022-02-07 02:53:00,-39.133
2022-02-07 02:54:00,-38.1182
2022-02-07 02:55:00,-39.4437
2022-02-07 02:56:00,-39.1577
2022-02-07 02:57:00,-38.8036
2022-02-07 02:58:00,-38.8235
2022-02-07 02:59:00,-39.1164
2022-02-07 03:00:00,-38.7832
2022-02-07 03:01:00,-38.1703
2022-02-07 03:02:00,-38.7175
2022-02-07 03:03:00,-39.4121
2022-02-07 03:04:00,-38.0223
2022-02-07 03:05:00,-38.4907
2022-02-07 03:06:00,-38.4501
2022-02-07 03:07:00,-39.6597
2022-02-07 03:08:00,-38.8178
2022-02-07 03:09:00,-39.2616
2022-02-07 03:10:00,-39.1779
2022-02-07 03:11:00,-39.6618
2022-02-07 03:12:00,-39.3925
2022-02-07 03:13:00,-39.0277
2022-02-07 03:14:00,-39.0559
2022-02-07 03:15:00,-39.8889
2022-02-07 03:16:00,-39.6959
2022-02-07 03:17:00,-38.2878
2022-02-07 03:18:00,-39.0868
2022-02-07 03:19:00,-39.0971
2022-02-07 03:20:00,-38.4883
2022-02-07 03:21:00,-39.6728
2022-02-07 03:22:00,-38.7253
2022-02-07 03:23:00,-38.5088
2022-02-07 03:24:00,-38.0163
2022-02-07 03:25:00,-38.8983
2022-02-07 03:26:00,-38.3966
2022-02-07 03:27:00,-39.2038
2022-02-07 03:28:00,-39.0407
2022-02-07 03:29:00,-38.5044
2022-02-07 03:30:00,-38.1376
2022-02-07 03:31:00,-38.1199
2022-02-07 03:32:00,-39.5887
2022-02-07 03:33:00,-38.2065
2022-02-07 03:34:00,-38.0327
2022-02-07 03:35:00,-38.6703
2022-02-07 03:36:00,-38.3302
2022-02-07 03:37:00,-38.797
2022-02-07 03:38:00,-38.9946
2022-02-07 03:39:00,-39.6356
2022-02-07 03:40:00,-38.4601
2022-02-07 03:41:00,-38.638
2022-02-07 03:42:00,-39.2883
2022-02-07 03:43:00,-39.5163
2022-02-07 03:44:00,-38.6792
2022-02-07 03:45:00,-38.6666
2022-02-07 03:46:00,-39.5117
2022-02-07 03:47:00,-38.9177
2022-02-07 03:48:00,-38.8354
2022-02-07 03:49:00,-38.59
2022-02-07 03:50:00,-39.1721
2022-02-07 03:51:00,-38.3504
2022-02-07 03:52:00,-38.356
2022-02-07 03:53:00,-38.0932
2022-02-07 03:54:00,-38.8694
2022-02-07 03:55:00,-39.7976
2022-02-07 03:56:00,-38.8622
2022-02-07 03:57:00,-38.6114
2022-02-07 03:58:00,-38.7201
2022-02-07 03:59:00,-39.485
2022-02-07 04:00:00,-38.8394
2022-02-07 04:01:00,-39.411
2022-02-07 04:02:00,-39.1309
2022-02-07 04:03:00,-38.3919
2022-02-07 04:04:00,-39.6474
2022-02-07 04:05:00,-39.2505
2022-02-07 04:06:00,-38.5627
2022-02-07 04:07:00,-39.0452
2022-02-07 04:08:00,-39.9913
2022-02-07 04:09:00,-39.0394
2022-02-07 04:10:00,-38.451
2022-02-07 04:11:00,-39.534
2022-02-07 04:12:00,-38.5664
2022-02-07 04:13:00,-38.0676
2022-02-07 04:14:00,-39.4099
2022-02-07 04:15:00,-39.5732
2022-02-07 04:16:00,-38.3553
2022-02-07 04:17:00,-39.8626
2022-02-07 04:18:00,-38.2874
2022-02-07 04:19:00,-38.071
2022-02-07 04:20:00,-39.7304
2022-02-07 04:21:00,-38.4507
2022-02-07 04:22:00,-39.81
2022-02-07 04:23:00,-38.1441
2022-02-07 04:24:00,-39.3355
2022-02-07 04:25:00,-39.684
2022-02-07 04:26:00,-38.1426
2022-02-07 04:27:00,-39.6755
2022-02-07 04:28:00,-38.4978
2022-02-07 04:29:00,-38.8845
2022-02-07 04:30:00,-39.6218
2022-02-07 04:31:00,-38.292
2022-02-07 04:32:00,-38.031
2022-02-07 04:33:00,-38.6534
2022-02-07 04:34:00,-38.5575
2022-02-07 04:35:00,-38.9151
2022-02-07 04:36:00,-38.2449
2022-02-07 04:37:00,-39.4166
2022-02-07 04:38:00,-38.9565
2022-02-07 04:39:00,-39.4142
2022-02-07 04:40:00,-38.9907
2022-02-07 04:41:00,-39.1667
2022-02-07 04:42:00,-39.1478
2022-02-07 04:43:00,-39.0144
2022-02-07 04:44:00,-38.5526
2022-02-07 04:45:00,-39.7549
2022-02-07 04:46:00,-39.2281
2022-02-07 04:47:00,-39.7912
2022-02-07 04:48:00,-39.2164
2022-02-07 04:49:00,-38.5743
2022-02-07 04:50:00,-39.4833
2022-02-07 04:51:00,-39.2689
2022-02-07 04:52:00,-39.3273
2022-02-07 04:53:00,-39.2207
2022-02-07 04:54:00,-39.5435
2022-02-07 04:55:00,-38.4119
2022-02-07 04:56:00,-39.5055
2022-02-07 04:57:00,-39.3218
2022-02-07 04:58:00,-38.3348
2022-02-07 04:59:00,-39.7686
2022-02-07 05:00:00,-39.0594
2022-02-07 05:01:00,-39.8649
2022-02-07 05:02:00,-39.4504
2022-02-07 05:03:00,-39.3414
2022-02-07 05:04:00,-38.9487
2022-02-07 05:05:00,-38.055
2022-02-07 05:06:00,-38.0988
2022-02-07 05:07:00,-38.7618
2022-02-07 05:08:00,-38.4691
2022-02-07 05:09:00,-39.5171
2022-02-07 05:10:00,-38.9985
2022-02-07 05:11:00,-39.3966
2022-02-07 05:12:00,-39.3652
2022-02-07 05:13:00,-39.9956
2022-02-07 05:14:00,-38.8675
2022-02-07 05:15:00,-39.5774
2022-02-07 05:16:00,-39.5169
2022-02-07 05:17:00,-38.7167
2022-02-07 05:18:00,-39.6928
2022-02-07 05:19:00,-39.0719
2022-02-07 05:20:00,-39.8164
2022-02-07 05:21:00,-38.2329
2022-02-07 05:22:00,-38.932
2022-02-07 05:23:00,-38.4551
2022-02-07 05:24:00,-39.6421
2022-02-07 05:25:00,-38.6362
2022-02-07 05:26:00,-38.675
2022-02-07 05:27:00,-39.404
2022-02-07 05:28:00,-38.4633
2022-02-07 05:29:00,-38.4145
2022-02-07 05:30:00,-38.0906
2022-02-07 05:31:00,-39.5119
2022-02-07 05:32:00,-39.1056
2022-02-07 05:33:00,-38.4879
2022-02-07 05:34:00,-39.2949
2022-02-07 05:35:00,-38.0225
2022-02-07 05:36:00,-38.6809
2022-02-07 05:37:00,-39.0148
2022-02-07 05:38:00,-38.3006
2022-02-07 05:39:00,-39.4879
2022-02-07 05:40:00,-38.4907
2022-02-07 05:41:00,-39.6803
2022-02-07 05:42:00,-38.7383
2022-02-07 05:43:00,-39.6323
2022-02-07 05:44:00,-38.3811
2022-02-07 05:45:00,-39.5422
2022-02-07 05:46:00,-38.3317
2022-02-07 05:47:00,-38.7471
2022-02-07 05:48:00,-38.9431
2022-02-07 05:49:00,-38.0172
2022-02-07 05:50:00,-39.0796
2022-02-07 05:51:00,-38.6051
2022-02-07 05:52:00,-38.7965
2022-02-07 05:53:00,-39.4608
2022-02-07 05:54:00,-38.667
2022-02-07 05:55:00,-39.7396
2022-02-07 05:56:00,-38.993
2022-02-07 05:57:00,-38.0884
2022-02-07 05:58:00,-39.204
2022-02-07 05:59:00,-39.3729
2022-02-07 06:00:00,-39.705
2022-02-07 06:01:00,-39.6027
2022-02-07 06:02:00,-38.7715
2022-02-07 06:03:00,-38.6319
2022-02-07 06:04:00,-38.8676
2022-02-07 06:05:00,-39.3141
2022-02-07 06:06:00,-38.351
2022-02-07 06:07:00,-38.6129
2022-02-07 06:08:00,-38.0512
2022-02-07 06:09:00,-38.7769
2022-02-07 06:10:00,-38.2506
2022-02-07 06:11:00,-38.9263
2022-02-07 06:12:00,-39.6834
2022-02-07 06:13:00,-38.3887
2022-02-07 06:14:00,-38.3908
2022-02-07 06:15:00,-38.7182
2022-02-07 06:16:00,-39.9278
2022-02-07 06:17:00,-39.785
2022-02-07 06:18:00,-39.5054
2022-02-07 06:19:00,-39.0249
2022-02-07 06:20:00,-38.0599
2022-02-07 06:21:00,-39.1244
2022-02-07 06:22:00,-38.2127
2022-02-07 06:23:00,-39.1402
2022-02-07 06:24:00,-39.7902
2022-02-07 06:25:00,-39.6382
2022-02-07 06:26:00,-39.4811
2022-02-07 06:27:00,-39.7361
2022-02-07 06:28:00,-38.5478
2022-02-07 06:29:00,-38.4418
2022-02-07 06:30:00,-38.6113
2022-02-07 06:31:00,-39.8253
2022-02-07 06:32:00,-39.3757
2022-02-07 06:33:00,-38.9903
2022-02-07 06:34:00,-38.5579
2022-02-07 06:35:00,-39.7331
2022-02-07 06:36:00,-38.5284
2022-02-07 06:37:00,-38.5728
2022-02-07 06:38:00,-39.0233
2022-02-07 06:39:00,-39.4274
2022-02-07 06:40:00,-39.5398
2022-02-07 06:41:00,-38.5697
2022-02-07 06:42:00,-39.6795
2022-02-07 06:43:00,-38.3042
2022-02-07 06:44:00,-39.0789
2022-02-07 06:45:00,-38.3915
2022-02-07 06:46:00,-39.2143
2022-02-07 06:47:00,-39.7084
2022-02-07 06:48:00,-39.796
2022-02-07 06:49:00,-38.5905
2022-02-07 06:50:00,-38.7058
2022-02-07 06:51:00,-39.6009
2022-02-07 06:52:00,-38.8647
2022-02-07 06:53:00,-39.7046
2022-02-07 06:54:00,-38.8095
2022-02-07 06:55:00,-38.9515
2022-02-07 06:56:00,-38.5467
2022-02-07 06:57:00,-39.6492
2022-02-07 06:58:00,-38.9365
2022-02-07 06:59:00,-38.12
2022-02-07 07:00:00,-39.1783
2022-02-07 07:01:00,-38.424
2022-02-07 07:02:00,-39.8098
2022-02-07 07:03:00,-38.4671
2022-02-07 07:04:00,-38.6038
2022-02-07 07:05:00,-39.2179
2022-02-07 07:06:00,-39.8187
2022-02-07 07:07:00,-38.5736
2022-02-07 07:08:00,-39.4248
2022-02-07 07:09:00,-38.705
2022-02-07 07:10:00,-38.7181
2022-02-07 07:11:00,-39.6853
2022-02-07 07:12:00,-38.0975
2022-02-07 07:13:00,-39.967
2022-02-07 07:14:00,-38.3534
2022-02-07 07:15:00,-39.1995
2022-02-07 07:16:00,-38.1207
2022-02-07 07:17:00,-39.4823
2022-02-07 07:18:00,-39.1573
2022-02-07 07:19:00,-38.4986
2022-02-07 07:20:00,-39.6493
2022-02-07 07:21:00,-39.603
2022-02-07 07:22:00,-38.6686
2022-02-07 07:23:00,-39.0272
2022-02-07 07:24:00,-38.0966
2022-02-07 07:25:00,-38.1994
2022-02-07 07:26:00,-38.4694
2022-02-07 07:27:00,-39.7714
2022-02-07 07:28:00,-39.1711
2022-02-07 07:29:00,-38.012
2022-02-07 07:30:00,-39.4142
2022-02-07 07:31:00,-38.1677
2022-02-07 07:32:00,-38.1948
2022-02-07 07:33:00,-38.3703
2022-02-07 07:34:00,-39.1773
2022-02-07 07:35:00,-39.3012
2022-02-07 07:36:00,-38.7304
2022-02-07 07:37:00,-38.0191
2022-02-07 07:38:00,-39.6731
2022-02-07 07:39:00,-39.5289
2022-02-07 07:40:00,-38.1421
2022-02-07 07:41:00,-38.1993
2022-02-07 07:42:00,-38.8749
2022-02-07 07:43:00,-38.0367
2022-02-07 07:44:00,-39.7761
2022-02-07 07:45:00,-39.8427
2022-02-07 07:46:00,-38.122
2022-02-07 07:47:00,-38.7353
2022-02-07 07:48:00,-38.218
2022-02-07 07:49:00,-39.2293
2022-02-07 07:50:00,-38.7309
2022-02-07 07:51:00,-38.1802
2022-02-07 07:52:00,-38.1788
2022-02-07 07:53:00,-39.5796
2022-02-07 07:54:00,-39.9059
2022-02-07 07:55:00,-38.7944
2022-02-07 07:56:00,-38.9497
2022-02-07 07:57:00,-38.8859
2022-02-07 07:58:00,-39.2578
2022-02-07 07:59:00,-39.8594
2022-02-07 08:00:00,-39.7297
2022-02-07 08:01:00,-38.3939
2022-02-07 08:02:00,-38.9687
2022-02-07 08:03:00,-38.367
2022-02-07 08:04:00,-39.9781
2022-02-07 08:05:00,-39.6027
2022-02-07 08:06:00,-39.6131
2022-02-07 08:07:00,-39.9941
2022-02-07 08:08:00,-39.0866
2022-02-07 08:09:00,-39.2912
2022-02-07 08:10:00,-39.3074
2022-02-07 08:11:00,-39.8436
2022-02-07 08:12:00,-38.7771
2022-02-07 08:13:00,-39.5798
2022-02-07 08:14:00,-38.8403
2022-02-07 08:15:00,-38.9324
2022-02-07 08:16:00,-39.3079
2022-02-07 08:17:00,-38.0978
2022-02-07 08:18:00,-38.1067
2022-02-07 08:19:00,-39.034
2022-02-07 08:20:00,-38.1131
2022-02-07 08:21:00,-38.0114
2022-02-07 08:22:00,-39.8454
2022-02-07 08:23:00,-39.5174
2022-02-07 08:24:00,-39.7993
2022-02-07 08:25:00,-39.3031
2022-02-07 08:26:00,-38.2058
2022-02-07 08:27:00,-39.699
2022-02-07 08:28:00,-38.1861
2022-02-07 08:29:00,-38.9278
2022-02-07 08:30:00,-38.8127
2022-02-07 08:31:00,-39.1674
2022-02-07 08:32:00,-39.9068
2022-02-07 08:33:00,-39.1911
2022-02-07 08:34:00,-38.8544
2022-02-07 08:35:00,-38.6269
2022-02-07 08:36:00,-39.9534
2022-02-07 08:37:00,-38.5029
2022-02-07 08:38:00,-39.4879
2022-02-07 08:39:00,-38.0326
2022-02-07 08:40:00,-39.0683
2022-02-07 08:41:00,-39.01
2022-02-07 08:42:00,-39.7518
2022-02-07 08:43:00,-38.0769
2022-02-07 08:44:00,-39.3166
2022-02-07 08:45:00,-38.9873
2022-02-07 08:46:00,-39.776
2022-02-07 08:47:00,-39.3084
2022-02-07 08:48:00,-39.5886
2022-02-07 08:49:00,-39.2111
2022-02-07 08:50:00,-39.2182
2022-02-07 08:51:00,-38.2222
2022-02-07 08:52:00,-38.3491
2022-02-07 08:53:00,-38.5981
2022-02-07 08:54:00,-38.006
2022-02-07 08:55:00,-39.6332
2022-02-07 08:56:00,-38.5344
2022-02-07 08:57:00,-39.8563
2022-02-07 08:58:00,-38.3184
2022-02-07 08:59:00,-38.4363
2022-02-07 09:00:00,-39.6154
2022-02-07 09:01:00,-38.4773
2022-02-07 09:02:00,-39.5279
2022-02-07 09:03:00,-39.8673
2022-02-07 09:04:00,-38.5951
2022-02-07 09:05:00,-38.8624
2022-02-07 09:06:00,-39.4779
2022-02-07 09:07:00,-38.0565
2022-02-07 09:08:00,-39.128
2022-02-07 09:09:00,-38.9352
2022-02-07 09:10:00,-39.668
2022-02-07 09:11:00,-39.1709
2022-02-07 09:12:00,-38.8109
2022-02-07 09:13:00,-39.2158
2022-02-07 09:14:00,-38.484
2022-02-07 09:15:00,-39.5637
2022-02-07 09:16:00,-38.7156
2022-02-07 09:17:00,-39.6787
2022-02-07 09:18:00,-39.4918
2022-02-07 09:19:00,-39.1931
2022-02-07 09:20:00,-38.9299
2022-02-07 09:21:00,-38.1048
2022-02-07 09:22:00,-39.27
2022-02-07 09:23:00,-39.2178
2022-02-07 09:24:00,-38.9597
2022-02-07 09:25:00,-38.5633
2022-02-07 09:26:00,-38.3233
2022-02-07 09:27:00,-38.7862
2022-02-07 09:28:00,-39.8911
2022-02-07 09:29:00,-39.3809
2022-02-07 09:30:00,-39.8692
2022-02-07 09:31:00,-38.0784
2022-02-07 09:32:00,-38.0046
2022-02-07 09:33:00,-39.8294
2022-02-07 09:34:00,-39.66
2022-02-07 09:35:00,-38.5932
2022-02-07 09:36:00,-38.4524
2022-02-07 09:37:00,-39.1885
2022-02-07 09:38:00,-38.4446
2022-02-07 09:39:00,-38.4462
2022-02-07 09:40:00,-39.4538
2022-02-07 09:41:00,-38.6344
2022-02-07 09:42:00,-38.6963
2022-02-07 09:43:00,-39.1271
2022-02-07 09:44:00,-38.2287
2022-02-07 09:45:00,-39.9738
2022-02-07 09:46:00,-38.315
2022-02-07 09:47:00,-38.3349
2022-02-07 09:48:00,-38.1413
2022-02-07 09:49:00,-39.4206
2022-02-07 09:50:00,-39.9094
2022-02-07 09:51:00,-38.9832
2022-02-07 09:52:00,-38.7643
2022-02-07 09:53:00,-38.0876
2022-02-07 09:54:00,-39.6364
2022-02-07 09:55:00,-38.9198
2022-02-07 09:56:00,-38.3249
2022-02-07 09:57:00,-39.4794
2022-02-07 09:58:00,-39.7981
2022-02-07 09:59:00,-38.1076
2022-02-07 10:00:00,-39.8692
2022-02-07 10:01:00,-39.8414
2022-02-07 10:02:00,-39.4472
2022-02-07 10:03:00,-38.5448
2022-02-07 10:04:00,-38.3749
2022-02-07 10:05:00,-39.0211
2022-02-07 10:06:00,-38.4759
2022-02-07 10:07:00,-39.1519
2022-02-07 10:08:00,-39.4881
2022-02-07 10:09:00,-38.5237
2022-02-07 10:10:00,-38.9838
2022-02-07 10:11:00,-39.8095
2022-02-07 10:12:00,-38.3183
2022-02-07 10:13:00,-38.0387
2022-02-07 10:14:00,-38.8174
2022-02-07 10:15:00,-39.6304
2022-02-07 10:16:00,-38.1151
2022-02-07 10:17:00,-39.3372
2022-02-07 10:18:00,-39.4482
2022-02-07 10:19:00,-38.1793
2022-02-07 10:20:00,-39.8347
2022-02-07 10:21:00,-38.4467
2022-02-07 10:22:00,-38.3526
2022-02-07 10:23:00,-39.0722
2022-02-07 10:24:00,-38.7544
2022-02-07 10:25:00,-38.9003
2022-02-07 10:26:00,-39.2698
2022-02-07 10:27:00,-39.392
2022-02-07 10:28:00,-38.144
2022-02-07 10:29:00,-38.898
2022-02-07 10:30:00,-38.6285
2022-02-07 10:31:00,-38.8202
2022-02-07 10:32:00,-39.808
2022-02-07 10:33:00,-38.8368
2022-02-07 10:34:00,-39.6604
2022-02-07 10:35:00,-39.9923
2022-02-07 10:36:00,-38.3925
2022-02-07 10:37:00,-38.0361
2022-02-07 10:38:00,-39.9035
2022-02-07 10:39:00,-38.3868
2022-02-07 10:40:00,-38.6005
2022-02-07 10:41:00,-39.5968
2022-02-07 10:42:00,-39.4768
2022-02-07 10:43:00,-39.5794
2022-02-07 10:44:00,-38.6705
2022-02-07 10:45:00,-39.7177
2022-02-07 10:46:00,-39.5964
2022-02-07 10:47:00,-39.7948
2022-02-07 10:48:00,-39.3534
2022-02-07 10:49:00,-38.0697
2022-02-07 10:50:00,-38.5302
2022-02-07 10:51:00,-39.1671
2022-02-07 10:52:00,-39.9779
2022-02-07 10:53:00,-38.0579
2022-02-07 10:54:00,-38.4709
2022-02-07 10:55:00,-39.8019
2022-02-07 10:56:00,-39.1826
2022-02-07 10:57:00,-38.1021
2022-02-07 10:58:00,-39.5173
2022-02-07 10:59:00,-39.112
2022-02-07 11:00:00,-38.0753
2022-02-07 11:01:00,-38.0443
2022-02-07 11:02:00,-38.3222
2022-02-07 11:03:00,-39.875
2022-02-07 11:04:00,-38.486
2022-02-07 11:05:00,-38.3628
2022-02-07 11:06:00,-39.1576
2022-02-07 11:07:00,-38.383
2022-02-07 11:08:00,-38.8995
2022-02-07 11:09:00,-38.7022
2022-02-07 11:10:00,-38.6816
2022-02-07 11:11:00,-39.0274
2022-02-07 11:12:00,-38.0486
2022-02-07 11:13:00,-39.9871
2022-02-07 11:14:00,-38.594
2022-02-07 11:15:00,-38.3567
2022-02-07 11:16:00,-38.2851
2022-02-07 11:17:00,-39.657
2022-02-07 11:18:00,-38.9263
2022-02-07 11:19:00,-39.4006
2022-02-07 11:20:00,-39.6261
2022-02-07 11:21:00,-38.1322
2022-02-07 11:22:00,-39.3006
2022-02-07 11:23:00,-39.0948
2022-02-07 11:24:00,-39.5881
2022-02-07 11:25:00,-38.0468
2022-02-07 11:26:00,-38.0569
2022-02-07 11:27:00,-39.3125
2022-02-07 11:28:00,-38.314
2022-02-07 11:29:00,-38.0696
2022-02-07 11:30:00,-39.5419
2022-02-07 11:31:00,-39.8121
2022-02-07 11:32:00,-38.1328
2022-02-07 11:33:00,-38.1715
2022-02-07 11:34:00,-38.7019
2022-02-07 11:35:00,-38.0366
2022-02-07 11:36:00,-38.0698
2022-02-07 11:37:00,-38.0438
2022-02-07 11:38:00,-38.8596
2022-02-07 11:39:00,-39.0889
2022-02-07 11:40:00,-38.4703
2022-02-07 11:41:00,-38.6319
2022-02-07 11:42:00,-38.4329
2022-02-07 11:43:00,-38.407
2022-02-07 11:44:00,-38.183
2022-02-07 11:45:00,-39.075
2022-02-07 11:46:00,-38.2084
2022-02-07 11:47:00,-38.9854
2022-02-07 11:48:00,-39.2376
2022-02-07 11:49:00,-39.418
2022-02-07 11:50:00,-39.554
2022-02-07 11:51:00,-38.2755
2022-02-07 11:52:00,-39.9287
2022-02-07 11:53:00,-38.2776
2022-02-07 11:54:00,-39.0717
2022-02-07 11:55:00,-39.4909
2022-02-07 11:56:00,-39.1348
2022-02-07 11:57:00,-38.1454
2022-02-07 11:58:00,-39.992
2022-02-07 11:59:00,-39.8087
2022-02-07 12:00:00,-38.1087
2022-02-07 12:01:00,-38.0364
2022-02-07 12:02:00,-39.3342
2022-02-07 12:03:00,-38.1939
2022-02-07 12:04:00,-39.7763
2022-02-07 12:05:00,-38.3975
2022-02-07 12:06:00,-39.1521
2022-02-07 12:07:00,-39.9285
2022-02-07 12:08:00,-39.9972
2022-02-07 12:09:00,-39.0503
2022-02-07 12:10:00,-38.4304
2022-02-07 12:11:00,-38.2762
2022-02-07 12:12:00,-39.9007
2022-02-07 12:13:00,-38.389
2022-02-07 12:14:00,-38.2799
2022-02-07 12:15:00,-39.6124
2022-02-07 12:16:00,-39.1702
2022-02-07 12:17:00,-39.0101
2022-02-07 12:18:00,-39.2192
2022-02-07 12:19:00,-39.2598
